,mean,max,min,std,median,variance,peak_to_peek
0,0.0005896792719930636,0.009889118730422336,1.0885661156192974e-05,0.0010894718262907039,0.00020454623144013315,1.1869488602812016e-06,0.009878233069266143
1,0.0003868189038008069,0.005470583127862668,1.4220885608262331e-06,0.0006533596858436949,0.00013044237747560075,4.2687887908577175e-07,0.0054691610393018415
2,0.0005243571712556307,0.005553227483923423,3.4383193594410308e-06,0.0008512687514978624,0.00017222297415836436,7.246584872767294e-07,0.005549789164563982
3,0.000543010410285838,0.005715323558869476,5.102427828111046e-06,0.0007775392036157226,0.00019118314592913639,6.045672131593722e-07,0.005710221131041365
4,0.00047977844152061124,0.011552272291929774,2.3922522639385643e-06,0.0009097128069669816,0.00015351162387589333,8.275773911597448e-07,0.011549880039665835
5,0.0004985381337907795,0.011751820846936078,2.2267995036742793e-06,0.0009767878670541982,0.00014708569446756189,9.5411453722429e-07,0.011749594047432404
6,0.0003141446015386595,0.0034175545801207333,5.557880303111207e-06,0.00048717086688900387,0.00013144904614187058,2.3733545354538355e-07,0.0034119966998176223
7,0.000507746037036776,0.009733788757930188,5.332818568772404e-06,0.0010180285814265257,0.00015156715450409712,1.0363821926013042e-06,0.009728455939361415
8,0.00041943262731574185,0.0065467365736220536,1.1568309686934891e-05,0.0006892267354496809,0.0001577852225309663,4.750334928586245e-07,0.006535168263935119
9,0.00039396697587941546,0.006128913340098354,3.888875767923598e-06,0.0006790426460607658,0.00013328551301952784,4.610989151692065e-07,0.00612502446433043
10,0.0005121664919590491,0.008271779989139668,1.5712605759596683e-05,0.0007954057081203355,0.0002027404741048384,6.326702405104123e-07,0.008256067383380071
11,0.0004867065196015105,0.007556005927468653,8.340862900620525e-06,0.0008280037109999259,0.00016020440710247502,6.855901454296489e-07,0.007547665064568033
12,0.0005622571260659114,0.0076492586493445295,3.0995475112642148e-06,0.0011852998780535128,0.00013605280266565451,1.4049358009136726e-06,0.007646159101833265
13,0.000493947233286136,0.014627612234095129,9.564635825180348e-06,0.001092751637631852,0.000143486486436659,1.194106141547094e-06,0.014618047598269948
14,0.0005155777353806485,0.009247679532410015,7.2236585007822915e-06,0.0009847998919009745,0.0001671242823741621,9.698308270881712e-07,0.009240455873909233
15,0.0002199035785028013,0.002003860145057345,1.9966318724902954e-06,0.0003362326806755912,8.266874205095481e-05,1.1305241555429408e-07,0.002001863513184855
16,0.00047236421464075425,0.007931634172554426,2.728229094217779e-06,0.0008531450462862968,0.0001217933445039852,7.278564700028475e-07,0.007928905943460208
17,0.0004889181941424925,0.006826775462938601,3.506163316009545e-07,0.0008724054955722912,0.0001440074474382652,7.610913487047351e-07,0.006826424846607
18,0.00032053027705709647,0.00372886579054066,6.793423464283809e-06,0.0004952157669349803,0.00013082645293773366,2.4523865582100075e-07,0.003722072367076376
19,0.0004960085507884753,0.01226817816490479,7.301994893470871e-07,0.0009664423207845754,0.00015922815845780208,9.340107594034762e-07,0.012267447965415443
