,mean,max,min,std,median,variance,peak_to_peek
0,0.0002851794466908842,0.0029256901748822943,1.6210083389453387e-06,0.0004853044578796264,9.350907523984599e-05,2.3552041683783807e-07,0.002924069166543349
1,0.0004914182152300056,0.024748235129601222,5.441831791792858e-06,0.0014477012776570315,0.0001235954753817845,2.0958389893298014e-06,0.02474279329780943
2,0.00030391984609361606,0.003011739668130082,1.3509779803265393e-06,0.0004625668524168174,0.00011009953244890294,2.1396809295480173e-07,0.003010388690149755
3,0.0002435467924290526,0.0026534803987088226,1.2222143230717116e-06,0.0003939313678382785,9.397064931863981e-05,1.5518192256693705e-07,0.002652258184385751
4,0.00038427019728607705,0.0038691961981004693,1.466163423849739e-06,0.0006380366202109471,0.00013727001993784534,4.070907287302084e-07,0.0038677300346766194
5,0.00038405008650047387,0.013861029400978664,2.7683990910490748e-06,0.0009135832176004339,0.00012576629092935854,8.346342954811618e-07,0.013858261001887615
6,0.0003031676371670613,0.003180468349974909,3.0444251374317768e-06,0.0005094397505750883,0.00011016105628379409,2.5952885946600813e-07,0.003177423924837477
7,0.0002699949540545448,0.003202233261138165,2.1412945813147726e-06,0.00043781281495621925,9.243544458131444e-05,1.9168006093988866e-07,0.00320009196655685
8,0.0002529586372154305,0.002710681577391244,6.415161491752699e-07,0.0004104580837481952,9.750606032096354e-05,1.6847583851424045e-07,0.002710040061242069
9,0.00035998598888666505,0.01555257935166549,9.034158582944919e-07,0.0008411944177648006,0.0001255443346807641,7.076080484786619e-07,0.015551675935807197
10,0.00029527592618084714,0.002567493144637706,6.052814220994632e-07,0.00043073998129312664,0.00012422801723190245,1.8553693148440307e-07,0.0025668878632156065
11,0.0003327372665078809,0.002695628286118892,7.028136107763983e-07,0.0005387777169692982,0.00011495688676000671,2.902814283026492e-07,0.0026949254725081155
12,0.00033817438376648154,0.006632401878055305,6.004882333020071e-06,0.0006375747504629101,0.00012176644767938373,4.065015624278422e-07,0.006626396995722285
13,0.00037237301489390675,0.006317329385946664,4.031653608889463e-06,0.0006965931299976537,0.00014265552326930475,4.852419887599281e-07,0.006313297732337775
14,0.00035592070790673065,0.003856893536407533,3.3216488111415246e-06,0.0005579137476135894,0.00013439555836635946,3.1126774977623994e-07,0.0038535718875963914
15,0.0003021401157893461,0.0029598423391250027,2.068805237318047e-06,0.0004546053132914454,0.00012022070506639605,2.066659908728132e-07,0.002957773533887685
16,0.0003095404769979555,0.003621792193447037,8.782956535891093e-07,0.0005009132263446604,0.00011018805843597761,2.50914060327017e-07,0.003620913897793448
17,0.00027376208582698716,0.0024144504433564304,3.3445673082824403e-06,0.00040091593802204454,0.00011681520657522685,1.6073358936009587e-07,0.002411105876048148
18,0.00041604851689500057,0.010796756473613571,4.028263083686528e-06,0.0008891863500504265,0.0001269320574969369,7.906523651159996e-07,0.010792728210529885
19,0.0004867294828436462,0.01607327183645846,3.2517535024684753e-06,0.0012546758907539535,0.0001287384123412956,1.5742115908392267e-06,0.016070020082955994
20,0.00029788109686360655,0.002972461336058294,1.782952558372121e-07,0.0004701251831600232,0.00011787422324450111,2.2101768784124536e-07,0.002972283040802457
21,0.0003288669928163528,0.0031295067643019123,3.291136884166944e-06,0.0005287783669640355,0.0001233826770847843,2.7960656136915217e-07,0.0031262156274177453
22,0.0010874015382044413,0.1048887232103024,2.834960889330667e-06,0.005448364625803927,0.00019298863048827468,2.9684677095711563e-05,0.10488588824941307
23,0.00040166603793574836,0.005455256602348134,1.5884301759253945e-06,0.0007850179169878986,0.00011811949237792077,6.162531299920193e-07,0.005453668172172209
24,0.0003360681100396242,0.0030404328923339524,1.1788016369581233e-06,0.00045927623448021714,0.00013782420704306665,2.1093465955832741e-07,0.003039254090696994
25,0.00039866530438756906,0.015263792738695053,3.6466776287474523e-06,0.0010841218925067106,0.00011306310861451593,1.1753202778123317e-06,0.015260146061066305
26,0.0003026892532485467,0.006396051742891522,1.9964515601182207e-06,0.0005676524938252339,9.468642995667226e-05,3.2222935374600725e-07,0.006394055291331404
27,0.00037060020967716475,0.010952491217747112,1.805763570592945e-06,0.0008016922721352693,9.910506695976364e-05,6.427104992014107e-07,0.01095068545417652
28,0.00032326292232449737,0.0039424339183536505,1.0031592568628267e-06,0.0005569504222872554,0.0001183303138212928,3.101937728859521e-07,0.003941430759096787
29,0.00036632906315750975,0.0034213632161559536,1.1757872668336812e-06,0.0005999691079327546,0.00013496977146693407,3.599629304736254e-07,0.00342018742888912
30,0.0002771864890297278,0.002971351044919815,1.3483529928796569e-06,0.0004193624517073253,0.00011768761198780604,1.7586486590197876e-07,0.0029700026919269353
31,0.0002434886051986175,0.0028790070332979124,3.3261532941767912e-06,0.00037749253708138614,0.00010487867221586553,1.4250061555214168e-07,0.0028756808800037355
32,0.00027224968730084207,0.0026739271884069727,1.7722056249228625e-06,0.00041915689382386546,0.00011832740159712115,1.7569250164007125e-07,0.0026721549827820497
33,0.0006474932362190316,0.0323515811011729,3.551989541964448e-06,0.0023765628968997997,0.00010230582717524952,5.648051202920769e-06,0.032348029111630934
34,0.0002331775291344193,0.0016490648866997943,2.5549905554407128e-06,0.00029506560461108777,0.0001204900611450247,8.706371102450677e-08,0.0016465098961443536
35,0.0005001354053056996,0.014103429134279874,7.130619146118924e-06,0.0011125623136950143,0.00015980226189546247,1.2377949018544033e-06,0.014096298515133755
36,0.000295937946957016,0.0027929201426708248,3.846231553403888e-06,0.0004477196363563922,0.00012167570444185656,2.0045287277910005e-07,0.002789073911117421
37,0.0002899398652451783,0.003531645863681129,5.7219698990915225e-06,0.00044097765638619036,0.00012860618921242925,1.9446129343185696e-07,0.0035259238937820378
38,0.0003296942669277977,0.006572685661708693,6.495122526853339e-06,0.0005478809586391095,0.00012939633699692683,3.001735448393097e-07,0.006566190539181839
39,0.0005189663063583003,0.01398470599247069,3.4318032152019227e-06,0.0010713039004109353,0.0001621890648574694,1.147692047035683e-06,0.013981274189255488
40,0.0002819443009023908,0.003228214038789271,1.670013025704341e-06,0.00045272262221091443,0.00010761304515257902,2.0495777266152635e-07,0.0032265440257635667
41,0.00035357940663117147,0.009055501722011904,4.180009028862908e-06,0.0007562040113140134,0.00011394974014136233,5.718445067274045e-07,0.009051321712983042
42,0.00036283376463070284,0.004013009606427387,1.9309078296517926e-06,0.0005888530470361153,0.00013386270045213526,3.467479110037174e-07,0.004011078698597736
43,0.000308308328951337,0.004127446888983223,2.5029616518847246e-06,0.0005226676169882225,0.00011189995995473472,2.731814378481473e-07,0.004124943927331338
44,0.0002975833337762699,0.0027459897030507495,3.2052705614718417e-06,0.0004395960477929252,0.00012993156845291675,1.932446852351598e-07,0.0027427844324892777
45,0.0003863116868072427,0.016894509622115944,1.4507195664657501e-06,0.0009251998218164639,0.00013184510661374939,8.559947102892165e-07,0.01689305890254948
46,0.000275571684364138,0.0026487029482215292,1.5744605221654502e-06,0.0004189280288685543,0.00010400525459435666,1.7550069337169225e-07,0.002647128487699364
47,0.0002685367173284357,0.0025991848525754174,3.7873568698742368e-06,0.00043028067876032107,9.773777364577047e-05,1.8514146251444261e-07,0.002595397495705543
48,0.0004472625836579859,0.018614165431876117,2.692400779700219e-06,0.00113275314355994,0.0001251790059279799,1.2831296842449259e-06,0.018611473031096417
49,0.0003541639374048876,0.003894124695464782,3.246556825406189e-07,0.0005673826101075401,0.00013015709308346424,3.219230262524448e-07,0.003893800039782241
50,0.00042141097834780576,0.012460051721669339,1.3136874455822705e-06,0.0008656858685291748,0.0001376669434584711,7.494120229711118e-07,0.012458738034223756
51,0.00027903481565388796,0.0044051031408751575,3.224474297171646e-06,0.0005018219415292021,9.14030641712906e-05,2.518252610001379e-07,0.004401878666577986
52,0.00027299844049073096,0.002881926396708071,2.4185503905280258e-06,0.00042138644728277174,0.00011035353284433595,1.7756653795359616e-07,0.002879507846317543
53,0.00032897740838587367,0.004128763096568508,4.935845662219383e-06,0.0005353985973204858,0.00012089808624460764,2.866516580127437e-07,0.004123827250906289
54,0.00028068125166935123,0.002405784745008085,9.987908760093714e-07,0.00042562473987694356,0.00011163414897334859,1.8115641919531587e-07,0.0024047859541320754
55,0.0003688054832735902,0.005918998672086033,1.2976858136662994e-06,0.0005753468017513238,0.0001576246966653935,3.3102394228547706e-07,0.005917700986272366
56,0.00038341549224366875,0.008765292207901166,5.452158162646454e-06,0.0007373117880268392,0.00012175750687576298,5.436286727633347e-07,0.00875984004973852
57,0.0003157127463251405,0.0034013971894522083,2.5024828441100425e-06,0.0005044949152429176,0.00012016554809073168,2.5451511950595857e-07,0.0033988947066080984
58,0.0002652143970810139,0.0023390569357765924,1.687116923160318e-06,0.0004266764214280153,8.754632703789509e-05,1.820527686026173e-07,0.0023373698188534323
59,0.0002589089109367192,0.0022949333125669514,5.690696933711391e-06,0.00040128008499939056,9.58739183428676e-05,1.6102570661711813e-07,0.00228924261563324
60,0.00026603094002356696,0.0027239495079668954,2.169396617553674e-06,0.00043168708842691866,9.043314185485656e-05,1.8635374231451031e-07,0.0027217801113493417
61,0.0002560739937275656,0.0036094225142252884,4.222288333554552e-06,0.00040155048788122276,0.0001029995584941513,1.6124279431764803e-07,0.003605200225891734
62,0.00043368624768596437,0.01229293518860568,3.489525236026646e-06,0.0010792422732144031,0.00014886317543991601,1.1647638842929924e-06,0.012289445663369652
63,0.0003015113599383806,0.003572817623331583,5.011991322246678e-06,0.0005040621390592668,0.00010622771483205601,2.540786400330037e-07,0.003567805632009336
64,0.0005289492447342156,0.01782141601676413,4.420307575834723e-06,0.0014910376935877217,0.00014171496035865282,2.223193403699393e-06,0.017816995709188297
65,0.0003638105352440045,0.008778382036246873,4.284150456248108e-07,0.0007559885610187606,0.00011578259271105948,5.715187043912164e-07,0.008777953621201248
66,0.0013219156272428986,0.04965056126482752,2.2177792516786834e-06,0.00516643534049276,0.00017093884907983718,2.6692054127492542e-05,0.04964834348557584
67,0.00033710076670709084,0.00337615859485642,2.3091011186932703e-06,0.0005698227048277036,0.0001266272847036254,3.2469791493716016e-07,0.003373849493737727
68,0.0002806717568735701,0.003624868536075107,1.97523945200168e-06,0.00047655626736989705,0.0001051084194236115,2.2710587596952878e-07,0.0036228932966231053
69,0.0004360695153606938,0.01525147062073313,6.7954217673549645e-06,0.0009960161593739146,0.000132474571436377,9.920481897339631e-07,0.015244675198965774
70,0.0005218540639790522,0.014343850785040609,6.905826691978751e-06,0.0012168007540842435,0.0001490891801057747,1.4806040751399835e-06,0.01433694495834863
71,0.00048378621875776916,0.006877959708307643,3.800485846391764e-06,0.0008671076453449822,0.00015959750623811866,7.518756686157194e-07,0.006874159222461251
72,0.0003904506363388656,0.004071200443277132,1.4471452280563184e-06,0.0006394284925647467,0.0001217630101092422,4.0886879710362443e-07,0.004069753298049076
73,0.00037363826852321433,0.0033987154227870264,2.915365531829707e-06,0.0006120561040429555,0.00012456802890529616,3.7461267449624114e-07,0.0033958000572551967
74,0.001402489069797014,0.09291368533185265,1.07321953149676e-06,0.006423004425447531,9.352055385456762e-05,4.1254985849318564e-05,0.09291261211232116
75,0.0009689977986532225,0.11446649690443475,1.737569524235113e-06,0.005227407732573279,0.00014564383662123932,2.7325791602566906e-05,0.11446475933491052
