,pc_1,pc_2,pc_3
0,-0.7901123987451658,0.49266796176945454,0.003668224743432577
1,-0.9165929992930371,0.5065670520731427,-0.08273550461772657
2,1.4103048418336264,-1.8573639814381055,0.33587181437064717
3,0.8284539949763793,-0.40378077117347955,0.16066130069878642
4,-0.9747905137730127,-0.10239534324307484,-0.20502825925629875
5,-1.150690774090296,0.5623824393084385,-0.15880035775544551
6,0.30024577886005255,-0.4698291039979367,0.24621648344983155
7,-1.2493054437966762,0.5558327751280401,-0.19022019479648794
8,-0.454779237473831,0.4596195410583033,0.029198666108067973
9,0.3895784141288622,-1.3034959200386615,-0.014526068900587333
10,-0.5595485112857158,0.08325667927906169,0.0013544382419264282
11,0.3726326462439646,-1.0044968960802652,0.09554906657818825
12,-0.6991272721096642,0.6417989901589388,0.009935356184880227
13,-0.9258983042778279,0.42941603857753946,-0.08283288560995616
14,0.47003244854855253,0.16311979001331992,0.41125324143978337
15,-0.2692250086036612,-0.3518639223884937,-0.013815545625842258
16,1.4039512955115876,2.882560090976945,1.7404949438510091
17,0.7817640038132332,-0.7860218595514185,0.3712241884522139
18,-1.2464231429306567,0.28118864105611396,-0.2715563311376174
19,-0.06876869132035912,0.1523374070767288,0.19504506463511906
20,-1.728147885542071,0.2841217541222585,-0.45336963186948154
21,-1.1052129317427692,0.47427671658264464,-0.19969859919304891
22,-0.47502412524588533,0.357581859334397,0.09259435465951092
23,-1.4656664702054543,0.00595535759246068,-0.3534534654369933
24,0.5741121366682487,1.5702585695947655,0.7290995193354294
25,-1.2599405341627363,0.46795870493929365,-0.2075254880888214
26,-0.06033854894706938,0.553277317702004,0.27534956406954064
27,2.446788996701012,-2.5807340423728,0.41295012401530834
28,1.658294271093817,1.8548884259930194,1.041907418718478
29,-0.7725552977798414,0.16868021285981036,-0.05100455831780518
30,-0.9176896052587928,0.8179454062174831,-0.060276010703907895
31,1.561061022543705,-0.6190871873501953,0.37994241436049314
32,-1.1553689098264368,0.37501482562692096,-0.16746941849841196
33,-0.0992504150813617,-0.18106784309539864,0.1819249049495603
34,-0.8406064395075248,0.46220892529483615,-0.0990255581954651
35,-1.5543153355567547,0.7570599520453966,-0.2474211756407587
36,-0.48511815862326096,-0.17491566279872048,-0.03426469317441633
37,-1.6723814272827326,-0.07520829272955082,-0.4993691425314829
38,-1.9161655077510842,0.19259499447994813,-0.5878771925722042
39,-0.748459517242148,0.07198015627101637,-0.07494787823418929
40,-0.5091815635086169,0.26610188402411616,0.025859814297142607
41,6.764080961850597,-0.6567140289576016,-0.43147565885768807
42,-0.7913271280108525,0.6436202577522584,-0.048645874896027785
43,0.700916309157511,-0.5815756049502948,0.30179321421452554
44,-1.0464988346739985,0.3435385355303172,-0.14399160595428237
45,0.6186842615844701,-0.2220390878306113,0.3284028705702196
46,-0.2876439478450765,0.11746145165403506,0.017940734295742864
47,-0.4117284287169827,-0.19299680825589047,0.0417751241076008
48,-0.08173541994267086,-0.30872592213072947,0.07161310526638036
49,-0.08244610338864038,-0.22821906872877512,0.08908308961043625
50,0.8149783478018461,-0.006194130626537083,0.31222242866480393
51,-1.8284655754757224,0.21476476597708533,-0.5126268756473806
52,-0.6575584190446507,0.5067762203287949,-0.03345439413073914
53,-0.41827412933667085,-0.24656610386889108,-0.02876292143366566
54,-1.5208180123151334,0.38159700654314066,-0.3449619735483689
55,-0.5429673320085109,-0.03234314790667572,-0.01028412437110413
56,0.1091711380174599,0.2061681911395846,0.13836748012893413
57,-0.8702589908825944,0.1384974513626845,-0.0881501504987414
58,-0.3119563045776978,-0.06638180142224057,0.026533902914052675
