,pc_1,pc_2,pc_3
0,-0.845392168808738,-0.4874272681588002,-0.10258752803582212
1,-0.9716986386218571,-0.4464967395251522,-0.10216673031511721
2,1.2839276754503122,1.5290300363994291,-0.7350246099364087
3,0.9144404302082733,0.640047327388892,0.7404047872740919
4,-0.9205741630648105,-0.019430999223717077,-0.24707120203352395
5,-1.1234811285486686,-0.5811397919901248,-0.028797225889365636
6,0.2342288740366111,0.35618381125233367,-0.1993052478053248
7,-1.2080459167888948,-0.5426633171329502,0.015554299710179968
8,-0.6251904267157274,-0.33974104957342116,-0.23379932795480549
9,0.3131755379670351,1.0704049666459712,-0.7211396153725311
10,-0.5998122722249002,-0.10861144183331153,-0.1636170306944171
11,0.2700376974430621,0.6849906596528036,-0.7662595698225961
12,-0.8896534165538914,-0.45904395649407104,-0.22060071565765016
13,-0.9477351344037814,-0.2586224395129805,0.10964006558980731
14,0.3105372858437915,0.04964513998859579,0.20856951063172813
15,-0.13136138544773612,0.44144455550584355,0.42320738969589583
16,2.9828289095042773,-5.3812500634478395,3.3298681050779653
17,0.6125878217943671,0.604400730415666,-0.5055737521828724
18,-1.2356706561077357,-0.2710697055770112,-0.1956545566847719
19,-0.28244860332902155,-0.1929350191326593,-0.4740580008168784
20,-1.472570838244947,-0.3576696252682947,0.22451015490936435
21,-1.1437168686172143,-0.36417458809640657,-0.10032317917549104
22,-0.640676172157619,-0.294131818415138,-0.28184982971054945
23,-1.1492631381325684,-0.26780897141711574,0.199411608762469
24,0.5902796501516684,-1.795221731344901,0.693053839814903
25,-1.1346757999256774,-0.3642598379249334,0.3358509760900319
26,-0.2595429483535956,-0.595894516736181,-0.29016664494732186
27,2.2282142308295105,2.013320605117261,-1.230174760055326
28,1.8657424551148192,-1.917110558714148,1.8431816642039354
29,-0.7473356738152274,-0.12213098253177429,0.07060131144278513
30,-1.0103668053337698,-0.6721216610564612,-0.01491686668614276
31,1.1428650633334279,0.6995628347432752,-0.7087505977196781
32,-1.146086423231303,-0.4180548137409319,-0.16355771044142897
33,-0.048831933622319655,0.3622990987441871,0.46783871081766437
34,-0.9397238890659855,-0.2722132872254,-0.07830076935933837
35,-1.232590988785231,-0.7132531655818672,0.8361631490895512
36,-0.5011153746247559,0.11704835673824446,-0.20736913881969482
37,-1.3728654535926499,-0.13037257161416346,0.07391405900650386
38,-1.608781012467929,-0.2752500682764943,0.22475695902201873
39,-0.7109537589808791,-0.17328429188504219,-0.11070325692693668
40,-0.6534236650759869,-0.20514086166164458,-0.28986489501238105
41,5.718377515196098,0.607918051390999,-1.9345513250488895
42,-0.476385124513452,-0.2661210035502559,1.4337787483979945
43,0.7203956205891394,0.42940912426870687,0.07568922355348155
44,-0.9833692753246683,-0.4167498852350039,-0.021888211886393127
45,0.4168785311629738,0.18077893444560408,-0.3392943332935049
46,-0.4579134712754466,-0.10024181201849969,-0.42334329342299615
47,-0.42654769384740593,0.17331276972575155,-0.10469058864332033
48,-0.08812043909823587,0.3521106787931178,0.041690663303816725
49,-0.12918129529999997,0.17424687010885795,-0.1647186475124324
50,0.6554505432299371,0.2159655226994533,0.1730031530783863
51,-1.4302241612693571,-0.296811032081954,0.5563186012180665
52,-0.8278332912801153,-0.37288109825093557,-0.2740460980380076
53,-0.4145468972726666,0.15109365260871466,-0.20031426748531633
54,-1.2060300088801776,-0.23330947342404243,0.7931241090582959
55,-0.5632574491101465,0.13740206582046982,0.02143230904574942
56,-0.14526081763353949,-0.1190772787302182,-0.42175250853327045
57,-0.8829949350199449,-0.1527498331015024,-0.15941756192798964
58,-0.2037873711242622,0.2674961965474301,0.5631721596013362
59,-1.6595016053819276,-0.43040888678777794,0.21000286618328323
60,-0.8678006875676243,-0.17562458809952938,0.2096574754806349
61,-0.9903446706818314,-0.38443659618143755,0.3050386045580753
62,0.1494452096356157,0.46936137505736564,-0.32924136961499206
63,0.6563454192293399,0.6380790858382257,-0.7896365646975869
64,-0.045296932233410574,0.20255716109746325,0.32175452521707
65,-0.49359134200949434,-0.6174241636320201,0.1975044821120378
66,-0.5305214000449682,-0.08830852287340309,1.2344931443642861
67,-0.275643060299021,0.10119200032273713,-0.3550802796898724
68,-1.1204015133554048,-0.44517865359282827,0.17748854075203774
69,-0.7952952189009903,-0.34221499107368664,-0.2434642201333893
70,0.3506312525731092,0.6016482518203686,-0.02653990284560015
71,-0.6504409572262156,0.011044524041522964,-0.13686284412527752
72,0.42346414308280583,0.36058719656300087,-0.7637250523286914
73,-0.5660426870498118,-0.3254672417201011,-0.286227227726641
74,-0.600404486857772,-0.10353124833127937,0.14245511741756045
75,-1.2334472630941749,-0.12904164306856244,0.3411520599562219
76,0.09190649902112975,0.522836080352555,-0.3254369841096116
77,-0.8783043659628322,0.020608240733437106,0.05504523831919664
78,-0.6764938581377787,-0.5358263644750229,0.20471396965542485
79,-1.2267432894304104,-0.42898906404764,-0.06320364749486806
80,9.423679299309567,3.315030602281692,-2.775508479097448
81,-1.1077548256095822,-0.2986210752033228,0.7314747945592969
82,-0.651180950280791,-0.25067126964101055,-0.10279743264121077
83,0.40746157624411894,0.4545019752306041,-0.3512497603404011
84,0.6217827633934485,0.6496442154689627,-0.609388780931061
85,-1.840034588818801,-0.3813225378547692,0.3902982963586396
86,-0.770616379876383,0.04791603732044355,0.41126961748732044
87,-1.040133695370039,-0.2698205837521884,-0.07723040874932575
88,0.549332430765692,0.470500702415574,-0.19289829433269162
89,-0.8319131094935248,0.03987853670990668,-0.17398934388420043
90,7.075205056176903,2.672616776267457,-2.363107922784327
91,-0.4845666565815698,-0.0062773780716782294,0.4097152654028788
92,-1.7717008640597773,-0.3651874446026605,0.38611934376720963
93,1.2035461910659306,-1.2215766807848059,-0.4790455847922761
94,-1.7264770700058587,-0.448819642583211,0.2934887957905273
