,pc_1,pc_2,fname
0,-0.7754618593236388,0.45763100530877826,acc#2022_12_2#8_11_42#-658153#10742172#146
1,-0.897888592995874,0.4621980406128291,acc#2022_12_2#7_5_46#-624053#10700513#152
2,1.3206941694995977,-1.7125577295026788,acc#2022_12_2#7_58_13#-653102#10745110#152
3,0.7759547849872424,-0.3481844129099405,acc#2022_12_2#9_4_22#-685770#10751047#150
4,-0.9623177262988032,-0.1292374747665354,acc#2022_12_2#7_27_7#-626965#10725996#156
5,-1.123607696412774,0.5048201273032193,acc#2022_12_2#7_13_35#-625957#10709786#145
6,0.26634534255149456,-0.4196291835516861,acc#2022_12_2#7_59_23#-654304#10744724#151
7,-1.2190673798354597,0.49408527150009846,acc#2022_12_2#8_10_28#-657538#10742493#157
8,-0.45212292512867286,0.43620795385231614,acc#2022_12_2#8_13_29#-659284#10741594#158
9,0.34057189799115895,-1.2311381741920702,acc#2022_12_2#8_49_35#-678980#10744599#162
10,-0.5580133484212638,0.07179106787948457,acc#2022_12_2#8_15_19#-660532#10740945#156
11,0.3286239809354761,-0.9387278125224504,acc#2022_12_2#8_56_0#-680926#10747543#150
12,-0.6857807891873674,0.6029860603748981,acc#2022_12_2#7_34_39#-635000#10734569#151
13,-0.9078224273137112,0.3881808572990157,acc#2022_12_2#7_43_6#-640345#10745241#154
14,0.438970525762419,0.20099986266117495,acc#2022_12_2#7_10_27#-625810#10705411#141
15,-0.28332026919279013,-0.3379019579681825,acc#2022_12_2#7_11_59#-626285#10707272#146
16,1.3822537567394995,2.919327427005844,acc#2022_12_2#6_47_9#-619858#10684141#465
17,0.7278033967755816,-0.7017003392091339,acc#2022_12_2#7_13_22#-626014#10709425#141
18,-1.220163051725403,0.22643835594138814,acc#2022_12_2#7_11_40#-626189#10706838#148
19,-0.08237867473032558,0.16279057124178484,acc#2022_12_2#7_19_18#-626564#10716773#152
20,-1.6862522813167402,0.20587900445192342,acc#2022_12_2#7_16_22#-625348#10713657#140
21,-1.0810450102375586,0.41911598007731854,acc#2022_12_2#7_38_7#-637886#10739734#149
22,-0.4725001535867415,0.34214085007780937,acc#2022_12_2#9_2_13#-684166#10749608#162
23,-1.4357169362025484,-0.04717839154749231,acc#2022_12_2#8_20_24#-664082#10739132#145
24,0.5587334561169789,1.571764896812785,acc#2022_12_2#9_7_27#-688367#10753423#170
