,pc_1,pc_2,fname
0,12.823869819292016,5.844810758478172,acc#2022_12_4#9_56_28#-724729#10818834#844
1,0.5878550094118595,1.368698533791059,acc#2022_12_4#9_55_20#-723334#10818979#293
2,-1.4486904947540018,0.2673027158351397,acc#2022_12_4#11_37_19#-748261#10879909#141
3,8.096688893222865,5.706854119614225,acc#2022_12_4#9_57_36#-726142#10818684#301
4,-1.078331577736933,-0.18068975151379849,acc#2022_12_4#13_53_35#-787188#11006583#138
5,-1.2210245528166288,-0.029877070263056568,acc#2022_12_4#12_51_13#-761344#10948564#137
6,-1.0902719827505882,-0.09214608127863733,acc#2022_12_4#12_2_34#-761596#10901057#142
7,-0.7282603381190945,-0.3451627102104072,acc#2022_12_4#12_46_10#-761242#10941553#140
8,-0.4771226845164144,-0.5700566098607742,acc#2022_12_4#8_18_50#-704159#10789410#166
9,-0.7279432462357953,0.7151356060728892,acc#2022_12_4#9_54_31#-722357#10819070#215
10,-2.0227197589091697,0.20266010816972854,acc#2022_12_4#7_16_30#-692484#10764642#169
11,-0.7189216094254041,-0.2548594592084693,acc#2022_12_4#13_30_27#-772595#10987867#141
12,-0.4212237718471441,-0.528167880554009,acc#2022_12_4#12_50_41#-761428#10947864#140
13,-0.8406039235021389,-0.19193754068377347,acc#2022_12_4#13_5_30#-765427#10960198#143
14,-1.6169266659651618,-0.02512732908677477,acc#2022_12_4#12_21_53#-762047#10915555#138
15,0.8189711603648346,-1.147235621418964,acc#2022_12_4#12_50_51#-761401#10948096#146
16,5.533787393092706,-1.917942826426956,acc#2022_12_4#6_20_48#-691440#10760278#177
17,-1.3636669744307537,0.08145287939305021,acc#2022_12_4#13_56_56#-787424#11011160#142
18,-1.1531578033497245,-0.010702389633051208,acc#2022_12_4#13_58_59#-786538#11013928#144
19,-0.4638063326933389,-0.46400479335405015,acc#2022_12_4#12_50_48#-761410#10948029#138
20,-1.6669507499043683,0.19429957975292228,acc#2022_12_4#13_32_42#-772592#10990448#136
21,-1.1390823782647879,-0.1813003089348374,acc#2022_12_4#8_25_19#-707179#10788833#156
22,-0.7493720054772064,-0.12313829561569771,acc#2022_12_4#13_3_11#-763406#10957504#137
23,-1.2518228995866203,0.09785883291538744,acc#2022_12_4#13_47_14#-780991#11000818#141
24,-0.7619383394593473,-0.35963206130569136,acc#2022_12_4#12_1_35#-761496#10899909#136
25,-1.805929553463702,0.27754276425534313,acc#2022_12_4#13_10_2#-767627#10965118#146
26,-1.3921672832245868,0.5671132908697254,acc#2022_12_4#6_30_54#-691435#10760217#188
27,0.41600201581302837,-0.7846636016235908,acc#2022_12_4#13_56_32#-787601#11010599#137
28,-1.3942171452072532,0.03214926413487155,acc#2022_12_4#11_57_59#-761628#10895839#137
29,-0.24143723830382513,-0.4404486528207785,acc#2022_12_4#13_53_10#-787060#11005993#146
30,-0.7029242204664241,-0.20953735301211743,acc#2022_12_4#11_47_14#-752886#10885976#141
31,0.13632214873573142,-0.7888649233396189,acc#2022_12_4#12_12_36#-761757#10912089#142
32,-0.8345621956027328,-0.2251175528500681,acc#2022_12_4#12_45_0#-761381#10939864#138
33,-1.0598112542000953,-0.2060708116160745,acc#2022_12_4#12_59_9#-761323#10952201#138
34,-0.618766695655405,0.5208431803967556,acc#2022_12_4#9_54_34#-722410#10819066#262
35,-0.8935139091998417,-0.06423755476541301,acc#2022_12_4#13_21_15#-771867#10974464#136
36,2.8793524675708984,2.676477412882621,acc#2022_12_4#9_57_23#-725880#10818713#483
37,5.14035800178812,-2.3330251925007537,acc#2022_12_4#6_18_49#-691410#10760321#169
38,-0.40498919577191533,-0.5807875449300605,acc#2022_12_4#13_20_27#-771632#10973312#137
39,-0.10502252285385594,-0.9655785830843132,acc#2022_12_4#13_27_48#-772370#10984038#137
40,-1.3631741464119644,0.0018194511757498994,acc#2022_12_4#12_37_9#-762674#10928002#137
41,2.8478423603628427,2.157232973000074,acc#2022_12_4#9_55_29#-723522#10818958#315
42,-0.8594337766103812,-0.22945804268792913,acc#2022_12_4#13_5_18#-765247#10959966#136
43,-1.8695008121458736,0.21819874076723916,acc#2022_12_4#13_10_6#-767610#10965176#137
44,-0.47009620285479803,-0.2807001793183302,acc#2022_12_4#13_1_5#-762236#10954696#136
45,2.6541871531938686,2.211966074792578,acc#2022_12_4#9_55_17#-723270#10818985#399
46,-1.4711813377900658,0.041219913278615315,acc#2022_12_4#12_6_46#-762473#10905363#137
47,-0.608833067343981,0.05427361988511215,acc#2022_12_4#11_27_43#-739671#10870074#165
48,-1.414044235573491,-0.1925166003422226,acc#2022_12_4#12_23_27#-762280#10917346#137
49,-1.6609120417379584,0.40887617122585695,acc#2022_12_4#14_0_21#-786054#11015444#137
50,-1.5757768835760393,0.021934331022505475,acc#2022_12_4#12_46_30#-761194#10942047#143
51,-0.32287013990843516,-0.5666879384452066,acc#2022_12_4#12_3_41#-762415#10902004#140
52,-1.446297611562637,0.13453128142840456,acc#2022_12_4#12_13_8#-761796#10912685#136
53,-1.2928815056297207,-0.10905843221130074,acc#2022_12_4#12_43_58#-761416#10938402#143
54,-0.9583044558929169,-0.14306722006877323,acc#2022_12_4#12_42_16#-761547#10935986#136
55,-1.3497874033467114,-0.007416517347379671,acc#2022_12_4#13_39_3#-772882#10992332#138
56,4.086290303274398,-1.6280399649215973,acc#2022_12_4#6_20_45#-691440#10760280#175
57,1.3178340714427923,1.3073435757617655,acc#2022_12_4#9_54_54#-722782#10819033#161
58,-1.5381486044118124,0.22137468430828716,acc#2022_12_4#9_8_43#-706036#10807635#154
59,-1.7796999484797444,0.270457152668036,acc#2022_12_4#13_32_48#-772595#10990501#140
60,2.40032099740419,-0.6760626052139475,acc#2022_12_4#6_21_21#-691440#10760243#160
61,4.407694965000927,3.307453296537156,acc#2022_12_4#9_56_41#-724996#10818804#190
62,-0.9014555980570486,-0.5371620621739212,acc#2022_12_4#12_8_18#-762183#10907107#138
63,-1.5138441448423943,-0.07620143362507037,acc#2022_12_4#13_45_20#-778990#10998883#137
64,-1.1641678600208147,-0.0851046168111866,acc#2022_12_4#12_10_21#-761966#10909489#140
